# barionic density, energy density per particle 
1.109109109109109E-02	1.213761333048351E+03
1.218218218218218E-02	1.214401858698361E+03
1.327327327327328E-02	1.214994188279529E+03
1.436436436436437E-02	1.215543694789773E+03
1.545545545545546E-02	1.216054801420378E+03
1.654654654654655E-02	1.216531177728508E+03
1.763763763763764E-02	1.216975964356730E+03
1.872872872872873E-02	1.217391832830308E+03
1.981981981981983E-02	1.217781080128275E+03
2.091091091091092E-02	1.218145736400749E+03
2.200200200200201E-02	1.218487553156246E+03
2.309309309309310E-02	1.218808104040760E+03
2.418418418418419E-02	1.219108772408726E+03
2.527527527527529E-02	1.219390803299040E+03
2.636636636636638E-02	1.219655312511729E+03
2.745745745745747E-02	1.219903309901440E+03
2.854854854854856E-02	1.220135706523969E+03
2.963963963963965E-02	1.220353341755134E+03
3.073073073073074E-02	1.220556964110169E+03
3.182182182182183E-02	1.220747281858998E+03
3.291291291291292E-02	1.220924931054647E+03
3.400400400400401E-02	1.221090498741166E+03
3.509509509509510E-02	1.221244536736856E+03
3.618618618618619E-02	1.221387550038737E+03
3.727727727727728E-02	1.221520004766138E+03
3.836836836836836E-02	1.221642339596074E+03
3.945945945945945E-02	1.221754964535935E+03
4.055055055055054E-02	1.221858260631213E+03
4.164164164164163E-02	1.221952584794282E+03
4.273273273273272E-02	1.222038271921350E+03
4.382382382382381E-02	1.222115636775345E+03
4.491491491491489E-02	1.222184975665352E+03
4.600600600600598E-02	1.222246567949629E+03
4.709709709709707E-02	1.222300677383604E+03
4.818818818818816E-02	1.222347553332928E+03
4.927927927927925E-02	1.222387431867016E+03
5.037037037037034E-02	1.222420534385052E+03
5.146146146146142E-02	1.222447073103681E+03
5.255255255255251E-02	1.222467251763585E+03
5.364364364364360E-02	1.222481261421848E+03
5.473473473473469E-02	1.222489279839217E+03
5.582582582582578E-02	1.222491486596600E+03
5.691691691691687E-02	1.222488042118771E+03
5.800800800800796E-02	1.222479108362148E+03
5.909909909909904E-02	1.222464832298361E+03
6.019019019019013E-02	1.222445362805019E+03
6.128128128128122E-02	1.222420832397960E+03
6.237237237237231E-02	1.222391377247342E+03
6.346346346346340E-02	1.222357124022754E+03
6.455455455455450E-02	1.222318192777116E+03
6.564564564564560E-02	1.222274699308354E+03
6.673673673673669E-02	1.222226757375067E+03
6.782782782782779E-02	1.222174474413524E+03
6.891891891891888E-02	1.222117953848920E+03
7.001001001000998E-02	1.222057295309031E+03
7.110110110110107E-02	1.221992594823551E+03
7.219219219219217E-02	1.221923945009961E+03
7.328328328328326E-02	1.221851434983068E+03
7.437437437437436E-02	1.221775148741450E+03
7.546546546546545E-02	1.221695171721736E+03
7.655655655655655E-02	1.221611584545500E+03
7.764764764764764E-02	1.221524462014480E+03
7.873873873873874E-02	1.221433880971327E+03
7.982982982982983E-02	1.221339913357572E+03
8.092092092092093E-02	1.221242628893809E+03
8.201201201201203E-02	1.221142095181694E+03
8.310310310310312E-02	1.221038379540533E+03
8.419419419419422E-02	1.220931542496460E+03
8.528528528528531E-02	1.220821647755193E+03
8.637637637637641E-02	1.220708755160410E+03
8.746746746746750E-02	1.220592922382634E+03
8.855855855855860E-02	1.220474205488160E+03
8.964964964964969E-02	1.220352659005481E+03
9.074074074074079E-02	1.220228335988187E+03
9.183183183183188E-02	1.220101288074768E+03
9.292292292292298E-02	1.219971565545271E+03
9.401401401401407E-02	1.219839217375212E+03
9.510510510510517E-02	1.219704290267833E+03
9.619619619619627E-02	1.219566829623122E+03
9.728728728728736E-02	1.219426882496440E+03
9.837837837837846E-02	1.219284489879769E+03
9.946946946946955E-02	1.219139696947588E+03
1.005605605605606E-01	1.218992542266731E+03
1.016516516516517E-01	1.218843068782817E+03
1.027427427427428E-01	1.218691314878428E+03
1.038338338338339E-01	1.218537317709041E+03
1.049249249249250E-01	1.218381116093073E+03
1.060160160160161E-01	1.218222746306421E+03
1.071071071071072E-01	1.218062243851902E+03
1.081981981981983E-01	1.217899643485708E+03
1.092892892892894E-01	1.217734979242580E+03
1.103803803803805E-01	1.217568284460138E+03
1.114714714714716E-01	1.217399590367704E+03
1.125625625625627E-01	1.217228929487229E+03
1.136536536536538E-01	1.217056333701049E+03
1.147447447447449E-01	1.216881830987676E+03
1.158358358358360E-01	1.216705453476235E+03
1.169269269269271E-01	1.216527227516704E+03
1.180180180180182E-01	1.216347183615186E+03
1.191091091091093E-01	1.216165348915162E+03
1.202002002002004E-01	1.215981749174997E+03
1.212912912912915E-01	1.215796412261307E+03
1.223823823823826E-01	1.215609364022323E+03
1.234734734734736E-01	1.215420629881400E+03
1.245645645645647E-01	1.215230234849513E+03
1.256556556556558E-01	1.215038203344024E+03
1.267467467467469E-01	1.214844558358291E+03
1.278378378378380E-01	1.214649324745004E+03
1.289289289289291E-01	1.214452525651714E+03
1.300200200200202E-01	1.214254182005348E+03
1.311111111111113E-01	1.214054318047430E+03
1.322022022022024E-01	1.213852953971366E+03
1.332932932932935E-01	1.213650111712111E+03
1.343843843843846E-01	1.213445812572706E+03
1.354754754754757E-01	1.213240076875079E+03
1.365665665665668E-01	1.213032924685382E+03
1.376576576576579E-01	1.212824375820719E+03
1.387487487487490E-01	1.212614449855635E+03
1.398398398398401E-01	1.212403166128516E+03
1.409309309309312E-01	1.212190543747770E+03
1.420220220220223E-01	1.211976600537664E+03
1.431131131131134E-01	1.211761354968055E+03
1.442042042042045E-01	1.211544825352130E+03
1.452952952952956E-01	1.211327028895709E+03
1.463863863863867E-01	1.211107982722708E+03
1.474774774774777E-01	1.210887704532847E+03
