0.000000000000000E+00	0.000000000000000E+00
5.000000000000000E-01	-2.392076223387882E-02
1.000000000000000E+00	-4.783854749562502E-02
1.500000000000000E+00	-7.175037889820582E-02
2.000000000000000E+00	-9.565327972476884E-02
2.500000000000000E+00	-1.195442735137296E-01
3.000000000000000E+00	-1.434203841438290E-01
3.500000000000000E+00	-1.672786359191740E-01
4.000000000000000E+00	-1.911160536542411E-01
4.500000000000000E+00	-2.149296627588652E-01
5.000000000000000E+00	-2.387164893231604E-01
5.500000000000000E+00	-2.624735602024317E-01
6.000000000000000E+00	-2.861979031019752E-01
6.500000000000000E+00	-3.098865466619096E-01
7.000000000000000E+00	-3.335365205418597E-01
7.500000000000000E+00	-3.571448555056265E-01
8.000000000000000E+00	-3.807085835057411E-01
8.500000000000000E+00	-4.042247377679946E-01
9.000000000000000E+00	-4.276903528758413E-01
9.500000000000000E+00	-4.511024648546691E-01
1.000000000000000E+01	-4.744581112561099E-01
1.050000000000000E+01	-4.977543312421044E-01
1.100000000000000E+01	-5.209881656689410E-01
1.150000000000000E+01	-5.441566571711440E-01
1.200000000000000E+01	-5.672568502452522E-01
1.250000000000000E+01	-5.902857913334991E-01
1.300000000000000E+01	-6.132405289073166E-01
1.350000000000000E+01	-6.361181135507616E-01
1.400000000000000E+01	-6.589155980437007E-01
1.450000000000000E+01	-6.816300374450361E-01
1.500000000000000E+01	-7.042584891754999E-01
1.550000000000000E+01	-7.267980131006193E-01
1.600000000000000E+01	-7.492456716131737E-01
1.650000000000000E+01	-7.715985297158547E-01
1.700000000000000E+01	-7.938536551033981E-01
1.750000000000000E+01	-8.160081182447096E-01
1.800000000000000E+01	-8.380589924649549E-01
1.850000000000000E+01	-8.600033540270879E-01
1.900000000000000E+01	-8.818382822134869E-01
1.950000000000000E+01	-9.035608594073525E-01
2.000000000000000E+01	-9.251681711737691E-01
2.050000000000000E+01	-9.466573063406489E-01
2.100000000000000E+01	-9.680253570794601E-01
2.150000000000000E+01	-9.892694189856734E-01
2.200000000000000E+01	-1.010386591159110E+00
2.250000000000000E+01	-1.031373976283879E+00
2.300000000000000E+01	-1.052228680708232E+00
2.350000000000000E+01	-1.072947814524144E+00
2.400000000000000E+01	-1.093528491646483E+00
2.450000000000000E+01	-1.113967829892285E+00
2.500000000000000E+01	-1.134262951059320E+00
2.550000000000000E+01	-1.154410981004784E+00
2.600000000000000E+01	-1.174409049723606E+00
2.650000000000000E+01	-1.194254291426198E+00
2.700000000000000E+01	-1.213943844616516E+00
2.750000000000000E+01	-1.233474852169242E+00
2.800000000000000E+01	-1.252844461407093E+00
2.850000000000000E+01	-1.272049824177579E+00
2.900000000000000E+01	-1.291088096929679E+00
2.950000000000000E+01	-1.309956440789942E+00
3.000000000000000E+01	-1.328652021638713E+00
3.050000000000000E+01	-1.347172010185595E+00
3.100000000000000E+01	-1.365513582044782E+00
3.150000000000000E+01	-1.383673917810208E+00
3.200000000000000E+01	-1.401650203130194E+00
3.250000000000000E+01	-1.419439628781692E+00
3.300000000000000E+01	-1.437039390744606E+00
