# barionic dentisy, proton chemical potential, neutron chemical potential1.034034034034034E-02	9.364131447856688E+02	9.364131447856688E+02
1.068068068068068E-02	9.362491547516186E+02	9.362491547516186E+02
1.102102102102102E-02	9.360845955561176E+02	9.360845955561176E+02
1.136136136136136E-02	9.359195213166075E+02	9.359195213166075E+02
1.170170170170170E-02	9.357539823126353E+02	9.357539823126353E+02
1.204204204204204E-02	9.355880253580921E+02	9.355880253580921E+02
1.238238238238239E-02	9.354216941279331E+02	9.354216941279331E+02
1.272272272272273E-02	9.352550294460424E+02	9.352550294460424E+02
1.306306306306307E-02	9.350880695397660E+02	9.350880695397660E+02
1.340340340340341E-02	9.349208502657418E+02	9.349208502657418E+02
1.374374374374375E-02	9.347534053109033E+02	9.347534053109033E+02
1.408408408408409E-02	9.345857663719277E+02	9.345857663719277E+02
1.442442442442443E-02	9.344179633159076E+02	9.344179633159076E+02
1.476476476476477E-02	9.342500243246017E+02	9.342500243246017E+02
1.510510510510511E-02	9.344443345646141E+02	9.344443345646141E+02
1.544544544544545E-02	9.342761338044048E+02	9.342761338044048E+02
1.578578578578579E-02	9.341078729399235E+02	9.341078729399235E+02
1.612612612612613E-02	9.339395745815368E+02	9.339395745815368E+02
1.646646646646647E-02	9.337712601910804E+02	9.337712601910804E+02
1.680680680680681E-02	9.336029501612966E+02	9.336029501612966E+02
1.714714714714715E-02	9.334346638882960E+02	9.334346638882960E+02
1.748748748748749E-02	9.332664198377842E+02	9.332664198377842E+02
1.782782782782784E-02	9.330982356057001E+02	9.330982356057001E+02
1.816816816816818E-02	9.329301279738286E+02	9.329301279738286E+02
1.850850850850852E-02	9.327621129608992E+02	9.327621129608992E+02
1.884884884884886E-02	9.325942058696040E+02	9.325942058696040E+02
1.918918918918920E-02	9.327879726171573E+02	9.327879726171573E+02
1.952952952952954E-02	9.326202577722974E+02	9.326202577722974E+02
1.986986986986988E-02	9.324526929546838E+02	9.324526929546838E+02
2.021021021021022E-02	9.322852909991252E+02	9.322852909991252E+02
2.055055055055056E-02	9.321180642108551E+02	9.321180642108551E+02
2.089089089089090E-02	9.319510243949637E+02	9.319510243949637E+02
2.123123123123124E-02	9.317841828837476E+02	9.317841828837476E+02
2.157157157157158E-02	9.316175505621559E+02	9.316175505621559E+02
2.191191191191192E-02	9.314511378914920E+02	9.314511378914920E+02
2.225225225225226E-02	9.312849549315154E+02	9.312849549315154E+02
2.259259259259261E-02	9.311190113610793E+02	9.311190113610793E+02
2.293293293293295E-02	9.313141404181840E+02	9.313141404181840E+02
2.327327327327329E-02	9.311486370262345E+02	9.311486370262345E+02
2.361361361361363E-02	9.309833999900504E+02	9.309833999900504E+02
2.395395395395397E-02	9.308184376421780E+02	9.308184376421780E+02
2.429429429429431E-02	9.306537580192793E+02	9.306537580192793E+02
2.463463463463465E-02	9.304893688760791E+02	9.304893688760791E+02
2.497497497497499E-02	9.303252776984773E+02	9.303252776984773E+02
2.531531531531533E-02	9.301614917158797E+02	9.301614917158797E+02
2.565565565565567E-02	9.299980179128128E+02	9.299980179128128E+02
2.599599599599601E-02	9.298348630398647E+02	9.298348630398647E+02
2.633633633633635E-02	9.296720336240058E+02	9.296720336240058E+02
2.667667667667669E-02	9.298696378886472E+02	9.298696378886472E+02
2.701701701701703E-02	9.297074121076818E+02	9.297074121076818E+02
2.735735735735738E-02	9.295455301124589E+02	9.295455301124589E+02
2.769769769769772E-02	9.293839976250706E+02	9.293839976250706E+02
2.803803803803806E-02	9.292228201877014E+02	9.292228201877014E+02
2.837837837837840E-02	9.290620031699972E+02	9.290620031699972E+02
2.871871871871874E-02	9.289015517760519E+02	9.289015517760519E+02
2.905905905905908E-02	9.287414710510342E+02	9.287414710510342E+02
2.939939939939942E-02	9.285817658874739E+02	9.285817658874739E+02
2.973973973973976E-02	9.284224410312344E+02	9.284224410312344E+02
3.008008008008010E-02	9.286229482098981E+02	9.286229482098981E+02
3.042042042042044E-02	9.284643315343592E+02	9.284643315343592E+02
3.076076076076078E-02	9.283061085508707E+02	9.283061085508707E+02
3.110110110110112E-02	9.281482834706388E+02	9.281482834706388E+02
3.144144144144146E-02	9.279908603839798E+02	9.279908603839798E+02
3.178178178178180E-02	9.278338432647539E+02	9.278338432647539E+02
3.212212212212214E-02	9.276772359745876E+02	9.276772359745876E+02
3.246246246246248E-02	9.275210422669023E+02	9.275210422669023E+02
3.280280280280282E-02	9.273652657907602E+02	9.273652657907602E+02
3.314314314314316E-02	9.275687674605853E+02	9.275687674605853E+02
3.348348348348350E-02	9.274137696227485E+02	9.274137696227485E+02
3.382382382382385E-02	9.272591993286510E+02	9.272591993286510E+02
3.416416416416419E-02	9.271050598433634E+02	9.271050598433634E+02
3.450450450450453E-02	9.269513543444292E+02	9.269513543444292E+02
3.484484484484487E-02	9.267980859247964E+02	9.267980859247964E+02
3.518518518518521E-02	9.266452575956246E+02	9.266452575956246E+02
3.552552552552555E-02	9.264928722889762E+02	9.264928722889762E+02
3.586586586586589E-02	9.263409328603916E+02	9.263409328603916E+02
3.620620620620623E-02	9.265477073590533E+02	9.265477073590533E+02
3.654654654654657E-02	9.263966011908573E+02	9.263966011908573E+02
3.688688688688691E-02	9.262459489739149E+02	9.262459489739149E+02
3.722722722722725E-02	9.260957532799880E+02	9.260957532799880E+02
3.756756756756759E-02	9.259460166157302E+02	9.259460166157302E+02
3.790790790790793E-02	9.257967414246991E+02	9.257967414246991E+02
3.824824824824827E-02	9.256479300892854E+02	9.256479300892854E+02
3.858858858858862E-02	9.254995849325740E+02	9.254995849325740E+02
